1.000000000000000000e+00;1.009043406010390331e-01;5.345224838248487931e-01;3.550740573554994617e-01;1.995872189372892846e-01;1.392655009388381673e-02;5.054787309860096778e-02;3.938466716067170678e-03;1.870094197471670189e-02;7.903520898148727949e-03;1.862198918635045441e-02;8.896077098669193106e-03;1.459499048242590517e-02;7.747479166906938615e-03;4.472379875915496669e-03;7.102236877977921754e-03;7.381439058082828533e-03;5.874076454403877150e-03;8.028529261838855680e-03;4.343548996322442110e-03;6.557185206250672020e-03;2.799067729810913660e-03
1.009043406010390331e-01;1.000000000000000000e+00;1.579543706741294573e-01;2.624799532746679986e-01;1.173289188332027472e-01;1.893071629840936687e-01;3.134820171620821827e-01;2.152432761986043386e-01;2.704832854588961610e-01;3.102076393032198176e-01;3.082188351776770086e-01;3.564906633978510153e-01;3.379591342252069586e-01;4.071552855916819036e-01;4.033135217360179214e-01;4.173633126086924161e-01;4.191357758823638369e-01;4.603541786664365754e-01;4.425105180314258257e-01;4.460575512327318859e-01;4.437670887607257364e-01;2.384584391319464480e-01
5.345224838248487931e-01;1.579543706741294573e-01;1.000000000000000000e+00;5.766850115105708330e-01;3.033822155172153923e-01;4.838635195741073508e-02;1.246557240951743362e-01;1.654084937633636815e-02;4.463764058853785660e-02;2.772074091105420843e-02;3.708007247221366265e-02;4.527482254387610316e-02;4.212287301730994332e-02;3.974919554388047643e-02;3.511782472981931497e-02;5.022070730056177323e-02;4.520138045839049157e-02;4.541203347996790318e-02;5.704104551631273418e-02;4.925636638980419174e-02;7.083734878481920405e-02;2.244246952998765407e-02
3.550740573554994617e-01;2.624799532746679986e-01;5.766850115105708330e-01;1.000000000000000000e+00;5.087976465338932552e-01;1.706644011946850670e-01;3.819753298770064975e-01;3.843937349515837848e-02;5.117254800750258015e-02;3.955875527449047996e-02;6.180432466929889485e-02;8.875323053772078696e-02;8.113181195360867626e-02;7.662564520813823499e-02;5.712340150588406801e-02;1.011165701726375044e-01;8.483880441494555391e-02;1.059995546529248628e-01;1.308633142693585716e-01;1.193655225883574061e-01;1.467545093537666601e-01;4.105473786438198353e-02
1.995872189372892846e-01;1.173289188332027472e-01;3.033822155172153923e-01;5.087976465338932552e-01;1.000000000000000000e+00;6.540655425561640868e-02;4.386868929123435290e-01;4.875724774433410486e-02;2.778839258908116436e-02;3.124941330271261211e-02;8.107253264259672854e-02;8.901508045374699474e-02;7.632699030242059979e-02;3.397033384803516132e-02;2.588654187479682775e-02;4.690810131766844776e-02;3.587657887629008141e-02;4.273153363141293098e-02;5.130196941941126548e-02;4.261071991876243248e-02;6.760563573107421231e-02;2.391755178186871778e-02
1.392655009388381673e-02;1.893071629840936687e-01;4.838635195741073508e-02;1.706644011946850670e-01;6.540655425561640868e-02;1.000000000000000000e+00;1.357678007587092284e-01;3.034339088153967245e-02;7.701827773492236906e-02;6.872096700368149347e-02;6.264943286219919194e-02;1.326040630070537407e-01;9.028017691376707954e-02;1.238584638848273106e-01;1.134296709637174772e-01;1.321257912249334254e-01;1.425213719288347669e-01;1.904117840230848402e-01;2.238119699104204052e-01;2.183396625719356832e-01;2.477880297407627219e-01;5.566537773229027902e-02
5.054787309860096778e-02;3.134820171620821827e-01;1.246557240951743362e-01;3.819753298770064975e-01;4.386868929123435290e-01;1.357678007587092284e-01;1.000000000000000000e+00;4.013068082486073718e-01;3.158048549601558674e-01;1.800772946599517588e-01;3.114879842127409315e-01;3.973362741277667864e-01;3.082432932171278450e-01;2.784793277823794377e-01;2.510836966023213268e-01;2.959761179126450537e-01;2.799948312448151122e-01;3.127691513620212138e-01;3.061550402600775600e-01;2.824735676317024491e-01;3.180039831939057149e-01;3.759629036233875787e-01
3.938466716067170678e-03;2.152432761986043386e-01;1.654084937633636815e-02;3.843937349515837848e-02;4.875724774433410486e-02;3.034339088153967245e-02;4.013068082486073718e-01;1.000000000000000000e+00;6.461949247389688900e-01;4.240441696642730518e-01;6.709212728569032835e-01;6.110420585281219896e-01;6.571026708414625661e-01;5.842504587560561902e-01;5.558456869213873608e-01;6.009079926442773001e-01;5.823148715785275709e-01;5.611608492603801235e-01;5.283954766721592478e-01;5.403481019572831112e-01;4.697924672977655258e-01;7.627466884200346797e-01
1.870094197471670189e-02;2.704832854588961610e-01;4.463764058853785660e-02;5.117254800750258015e-02;2.778839258908116436e-02;7.701827773492236906e-02;3.158048549601558674e-01;6.461949247389688900e-01;1.000000000000000000e+00;4.339076600336473910e-01;7.714016663464475787e-01;6.908362630297509854e-01;6.120403831183256482e-01;6.893371005952581010e-01;7.051742550245323482e-01;6.799138937529366489e-01;6.800770537006882721e-01;6.951098392821244421e-01;6.438918516637834877e-01;6.526145674833472299e-01;6.277333331275607442e-01;6.033687172130076659e-01
7.903520898148727949e-03;3.102076393032198176e-01;2.772074091105420843e-02;3.955875527449047996e-02;3.124941330271261211e-02;6.872096700368149347e-02;1.800772946599517588e-01;4.240441696642730518e-01;4.339076600336473910e-01;1.000000000000000000e+00;4.766444489292500086e-01;5.336447611895418497e-01;5.328551173371768312e-01;5.268706584367611745e-01;5.631870787848490822e-01;5.132714260540539586e-01;5.693470225254205763e-01;5.444601803361139858e-01;4.558066677663436539e-01;4.672331400574364912e-01;4.214517382978528182e-01;3.447459641158176491e-01
