1.862198918635045441e-02;3.082188351776770086e-01;3.708007247221366265e-02;6.180432466929889485e-02;8.107253264259672854e-02;6.264943286219919194e-02;3.114879842127409315e-01;6.709212728569032835e-01;7.714016663464475787e-01;4.766444489292500086e-01;1.000000000000000000e+00;8.143043057452631350e-01;7.851643752630074191e-01;7.820887171728956311e-01;8.281219467580585025e-01;7.708221347161450243e-01;7.806813671047485581e-01;7.640049121254884890e-01;7.385260293009089372e-01;7.625122054005867289e-01;7.066556508582126916e-01;5.709689832413055166e-01
8.896077098669193106e-03;3.564906633978510153e-01;4.527482254387610316e-02;8.875323053772078696e-02;8.901508045374699474e-02;1.326040630070537407e-01;3.973362741277667864e-01;6.110420585281219896e-01;6.908362630297509854e-01;5.336447611895418497e-01;8.143043057452631350e-01;1.000000000000000000e+00;8.216820056224546365e-01;8.129744950788784230e-01;8.452832833499031029e-01;8.070852682375617704e-01;8.440701894194725385e-01;8.491830083618147063e-01;8.072966553899845188e-01;7.982221488322635006e-01;7.964125949024162265e-01;5.459290201348384608e-01
1.459499048242590517e-02;3.379591342252069586e-01;4.212287301730994332e-02;8.113181195360867626e-02;7.632699030242059979e-02;9.028017691376707954e-02;3.082432932171278450e-01;6.571026708414625661e-01;6.120403831183256482e-01;5.328551173371768312e-01;7.851643752630074191e-01;8.216820056224546365e-01;1.000000000000000000e+00;8.291844670191359512e-01;8.347052707690056916e-01;8.222490177519748977e-01;8.577125135979499770e-01;8.050601743264450549e-01;7.750099406462758189e-01;7.736539857481214977e-01;7.255369339772028692e-01;5.429360182450021499e-01
7.747479166906938615e-03;4.071552855916819036e-01;3.974919554388047643e-02;7.662564520813823499e-02;3.397033384803516132e-02;1.238584638848273106e-01;2.784793277823794377e-01;5.842504587560561902e-01;6.893371005952581010e-01;5.268706584367611745e-01;7.820887171728956311e-01;8.129744950788784230e-01;8.291844670191359512e-01;1.000000000000000000e+00;9.593260649539107066e-01;9.443642953098728698e-01;9.296589025207055990e-01;9.340551343172706078e-01;8.956565193654422163e-01;9.084558146297304626e-01;8.545005949495170228e-01;5.260287570393848977e-01
4.472379875915496669e-03;4.033135217360179214e-01;3.511782472981931497e-02;5.712340150588406801e-02;2.588654187479682775e-02;1.134296709637174772e-01;2.510836966023213268e-01;5.558456869213873608e-01;7.051742550245323482e-01;5.631870787848490822e-01;8.281219467580585025e-01;8.452832833499031029e-01;8.347052707690056916e-01;9.593260649539107066e-01;1.000000000000000000e+00;9.376139427488373590e-01;9.524717324171282362e-01;9.454931612300180310e-01;9.079480309911787117e-01;9.223593844589058621e-01;8.717352001609696144e-01;4.943128450497846771e-01
7.102236877977921754e-03;4.173633126086924161e-01;5.022070730056177323e-02;1.011165701726375044e-01;4.690810131766844776e-02;1.321257912249334254e-01;2.959761179126450537e-01;6.009079926442773001e-01;6.799138937529366489e-01;5.132714260540539586e-01;7.708221347161450243e-01;8.070852682375617704e-01;8.222490177519748977e-01;9.443642953098728698e-01;9.376139427488373590e-01;1.000000000000000000e+00;9.293048570605482173e-01;9.344243705470017813e-01;8.988682759293780133e-01;9.099012389400619183e-01;8.689007215065156498e-01;5.336286270116300523e-01
7.381439058082828533e-03;4.191357758823638369e-01;4.520138045839049157e-02;8.483880441494555391e-02;3.587657887629008141e-02;1.425213719288347669e-01;2.799948312448151122e-01;5.823148715785275709e-01;6.800770537006882721e-01;5.693470225254205763e-01;7.806813671047485581e-01;8.440701894194725385e-01;8.577125135979499770e-01;9.296589025207055990e-01;9.524717324171282362e-01;9.293048570605482173e-01;1.000000000000000000e+00;9.566481175101400058e-01;9.249789578477417562e-01;9.350195631536493135e-01;8.952678297920803052e-01;5.174688183983633394e-01
5.874076454403877150e-03;4.603541786664365754e-01;4.541203347996790318e-02;1.059995546529248628e-01;4.273153363141293098e-02;1.904117840230848402e-01;3.127691513620212138e-01;5.611608492603801235e-01;6.951098392821244421e-01;5.444601803361139858e-01;7.640049121254884890e-01;8.491830083618147063e-01;8.050601743264450549e-01;9.340551343172706078e-01;9.454931612300180310e-01;9.344243705470017813e-01;9.566481175101400058e-01;1.000000000000000000e+00;9.672204769245782430e-01;9.706096746692813859e-01;9.436631391530301283e-01;5.049388535249038634e-01
8.028529261838855680e-03;4.425105180314258257e-01;5.704104551631273418e-02;1.308633142693585716e-01;5.130196941941126548e-02;2.238119699104204052e-01;3.061550402600775600e-01;5.283954766721592478e-01;6.438918516637834877e-01;4.558066677663436539e-01;7.385260293009089372e-01;8.072966553899845188e-01;7.750099406462758189e-01;8.956565193654422163e-01;9.079480309911787117e-01;8.988682759293780133e-01;9.249789578477417562e-01;9.672204769245782430e-01;1.000000000000000000e+00;9.770524495233400275e-01;9.574786210120015406e-01;4.660535260430505589e-01
4.343548996322442110e-03;4.460575512327318859e-01;4.925636638980419174e-02;1.193655225883574061e-01;4.261071991876243248e-02;2.183396625719356832e-01;2.824735676317024491e-01;5.403481019572831112e-01;6.526145674833472299e-01;4.672331400574364912e-01;7.625122054005867289e-01;7.982221488322635006e-01;7.736539857481214977e-01;9.084558146297304626e-01;9.223593844589058621e-01;9.099012389400619183e-01;9.350195631536493135e-01;9.706096746692813859e-01;9.770524495233400275e-01;1.000000000000000000e+00;9.538410446307513668e-01;4.997946616237744499e-01
6.557185206250672020e-03;4.437670887607257364e-01;7.083734878481920405e-02;1.467545093537666601e-01;6.760563573107421231e-02;2.477880297407627219e-01;3.180039831939057149e-01;4.697924672977655258e-01;6.277333331275607442e-01;4.214517382978528182e-01;7.066556508582126916e-01;7.964125949024162265e-01;7.255369339772028692e-01;8.545005949495170228e-01;8.717352001609696144e-01;8.689007215065156498e-01;8.952678297920803052e-01;9.436631391530301283e-01;9.574786210120015406e-01;9.538410446307513668e-01;1.000000000000000000e+00;4.592495144146213071e-01
2.799067729810913660e-03;2.384584391319464480e-01;2.244246952998765407e-02;4.105473786438198353e-02;2.391755178186871778e-02;5.566537773229027902e-02;3.759629036233875787e-01;7.627466884200346797e-01;6.033687172130076659e-01;3.447459641158176491e-01;5.709689832413055166e-01;5.459290201348384608e-01;5.429360182450021499e-01;5.260287570393848977e-01;4.943128450497846771e-01;5.336286270116300523e-01;5.174688183983633394e-01;5.049388535249038634e-01;4.660535260430505589e-01;4.997946616237744499e-01;4.592495144146213071e-01;1.000000000000000000e+00
